Time,Speed_Compact_Winter_Test1,Speed_Compact_Winter_Test2,Speed_Compact_Winter_Test3,Speed_Compact_Winter_Test4,Speed_Compact_Winter_Test5,Speed_Compact_AllSeason_Test1,Speed_Compact_AllSeason_Test2,Speed_Compact_AllSeason_Test3,Speed_Compact_AllSeason_Test4,Speed_Compact_AllSeason_Test5,Speed_Compact_Summer_Test1,Speed_Compact_Summer_Test2,Speed_Compact_Summer_Test3,Speed_Compact_Summer_Test4,Speed_Compact_Summer_Test5,Speed_MidSize_Winter_Test1,Speed_MidSize_Winter_Test2,Speed_MidSize_Winter_Test3,Speed_MidSize_Winter_Test4,Speed_MidSize_Winter_Test5,Speed_MidSize_AllSeason_Test1,Speed_MidSize_AllSeason_Test2,Speed_MidSize_AllSeason_Test3,Speed_MidSize_AllSeason_Test4,Speed_MidSize_AllSeason_Test5,Speed_MidSize_Summer_Test1,Speed_MidSize_Summer_Test2,Speed_MidSize_Summer_Test3,Speed_MidSize_Summer_Test4,Speed_MidSize_Summer_Test5,Speed_FullSize_Winter_Test1,Speed_FullSize_Winter_Test2,Speed_FullSize_Winter_Test3,Speed_FullSize_Winter_Test4,Speed_FullSize_Winter_Test5,Speed_FullSize_AllSeason_Test1,Speed_FullSize_AllSeason_Test2,Speed_FullSize_AllSeason_Test3,Speed_FullSize_AllSeason_Test4,Speed_FullSize_AllSeason_Test5,Speed_FullSize_Summer_Test1,Speed_FullSize_Summer_Test2,Speed_FullSize_Summer_Test3,Speed_FullSize_Summer_Test4,Speed_FullSize_Summer_Test5
30.27,25.409,26.044,25.286,25.552,25.024,25.183,23.004,25.599,24.276,24.311,23.988,25.814,25.573,25.067,NaN,25.78,24.394,24.823,23.405,24.746,NaN,25.264,24.867,24.664,25.094,24.235,24.987,25.668,24.886,23.971,22.526,24.607,23.655,23.149,23.963,23.033,23.584,24.623,22.436,24.243,22.166,24.316,23.508,23.935,24.006
30.28,26.06,NaN,24.81,25.691,25.782,24.78,25.233,26.963,25.4,23.776,NaN,23.848,26.49,NaN,25.477,24.794,24.517,NaN,25.733,NaN,24.829,NaN,25.103,24.919,24.539,25.436,23.165,23.973,24.306,24.874,24.383,24.435,23.463,23.26,24.489,24.012,24.107,24.239,23.388,22.65,23.984,24.539,23.375,NaN,25.304
30.29,25.314,25.618,25.342,26.366,25.348,23.857,25.605,25.658,24.077,24.486,25.75,24.967,25.027,24.47,25.404,25.407,25.594,25.731,24.54,NaN,24.873,25.544,25.259,25.189,24.864,24.395,24.165,25.35,25.236,25.605,24.397,24.191,23.464,23.731,NaN,23.405,24.274,24.074,24.429,25.179,23.061,24.178,23.745,24.293,24.708
30.3,25.731,26.256,26.009,25.179,25.773,25.157,NaN,25.963,25.213,23.736,26.104,25.753,25.631,25.166,23.835,24.591,25.237,24.763,24.814,25.11,24.741,25.553,24.306,25.318,25.332,24.145,24.155,24.849,24.402,23.94,24.544,24.127,24.029,22.583,24.554,23.754,23.985,23.725,23.967,22.951,23.921,24.478,22.643,NaN,23.464
30.31,26.072,NaN,25.154,25.137,24.829,24.585,24.815,26.14,25.042,25.177,24.66,25.009,NaN,25.897,25.25,25.262,23.61,25.114,25.988,24.822,24.855,NaN,25.67,24.517,25.423,NaN,24.401,24.671,24.595,25.128,23.889,24.929,NaN,23.637,24.806,24.114,23.363,24.23,24.003,24.304,23.491,23.146,23.896,24.485,25.498
30.32,25.944,24.496,24.503,25.485,26.315,24.933,25.805,25.779,24.948,24.239,23.65,25.502,25.456,25.599,25.758,24.357,25.29,25.728,25.772,24.11,24.02,25.557,25.061,25.388,24.089,24.438,24.639,24.664,25.25,23.436,23.294,NaN,NaN,24.536,23.752,23.766,23.395,24.787,24.094,23.77,23.328,24.729,22.69,24.293,24.966
30.33,NaN,25.583,25.332,24.777,25.894,25.943,24.658,25.769,25.808,24.004,24.209,23.378,25.96,25.158,25.302,25.026,25.194,24.494,25.217,24.42,25.63,25.616,25.136,25.316,NaN,25.211,23.724,24.37,23.947,24.706,23.507,24.643,23.539,23.52,22.913,23.926,24.046,25.345,24.297,23.123,24.006,23.195,23.449,22.98,24.391
30.34,25.226,25.811,24.694,24.863,25.634,24.635,23.768,25.048,25.374,24.772,25.96,24.076,25.982,24.816,24.657,25.641,25.25,24.04,24.352,25.334,23.84,24.535,24.324,25.655,24.419,25.35,24.737,25.092,25.059,23.787,24.148,24.683,23.725,23.208,23.998,24.411,23.477,24.463,23.639,24.264,23.002,25.155,23.212,22.815,25.211
30.35,26.398,24.562,25.993,24.782,25.071,25.974,24.93,25.545,25.899,24.486,24.635,24.492,25.857,26.475,25.272,25.404,24.219,24.426,25.164,25.052,24.255,25.616,25.001,24.177,24.102,25.558,24.948,23.89,25.418,23.869,24.061,23.779,23.109,23.126,23.34,24.168,23.872,24.334,22.193,23.653,NaN,24.399,23.544,24.035,24.265
30.36,25.141,25.304,24.951,26.247,NaN,24.304,25.292,25.647,25.616,25.49,25.594,24.428,25.854,NaN,23.884,26.104,23.98,25.397,26.17,25.419,24.241,25.832,25.794,24.196,25.459,24.483,24.648,25.076,25.233,24.13,23.297,22.881,23.595,22.639,23.656,23.575,23.543,24.846,24.579,23.385,23.279,23.788,23.2,22.908,24.144
30.37,26.686,26.307,24.78,NaN,23.878,25.379,24.63,24.677,24.175,24.229,24.48,24.786,25.646,25.473,25.48,25.894,24.053,25.634,24.662,24.966,23.911,25.155,26.332,24.234,24.776,23.772,25.244,25.325,25.498,24.165,23.285,23.144,23.427,23.41,23.496,25.099,24.19,24.805,23.631,23.89,24.125,24.334,24.378,23.642,24.071
30.38,25.387,25.905,25.676,25.487,23.913,24.373,24.329,25.173,25.039,25.414,26.289,24.22,25.67,25.735,24.978,25.168,25.281,24.63,24.291,25.074,24.635,24.647,24.65,25.601,24.419,25.231,24.137,25.699,24.64,24.127,23.775,24.418,23.974,23.257,23.562,23.97,23.291,NaN,23.891,24.272,23.491,24.324,23.083,24.119,24.483
30.39,25.199,25.489,25.635,24.625,25.395,23.717,25.165,24,25.303,24.082,24.992,24.901,25.051,25.764,25.255,25.815,25.12,24.208,26.158,24.874,25.517,25.855,24.319,25.025,26.539,25.1,23.84,24.807,25.285,24.789,24.43,24.207,22.629,23.301,24.248,23.591,24.021,23.504,23.093,23.615,23.359,24,23.557,23.131,24.986
30.4,26.064,25.038,25.803,26.838,25.939,23.692,NaN,24.368,24.659,25.192,25.498,24.786,24.925,25.539,24.229,25.038,24.402,24.42,25.108,24.87,24.769,25.631,25.807,23.984,24.676,25.618,25.398,25.136,26.113,25.031,24.458,23.109,22.52,22.793,22.93,24.183,23.557,24.392,24.044,22.977,23.649,24.088,23.69,22.901,24.321
30.41,24.564,24.969,25.698,25.371,23.908,25.208,25.095,24.94,26.344,24.588,25.394,25.696,25.207,24.322,24.235,23.748,25.102,24.708,25.643,25.085,25.104,25.358,24.418,24.54,25.663,24.971,24.149,25.702,25.011,24.372,23.776,23.477,24.117,23.778,23.99,24.083,23.791,24.386,22.742,23.843,23.926,24.104,22.181,24.051,24.02
30.42,25.643,26.099,26.153,24.94,NaN,25.796,24.338,25.101,25.421,23.647,25.509,23.899,25.69,25.468,26.242,24.072,25.061,25.597,25.549,25.14,24.922,24.442,24.574,24.595,NaN,24.437,24.273,25.524,25.028,25.411,23.712,23.438,24.972,23.328,23.96,23.91,23.732,23.603,24.757,23.614,24.157,24.63,23.954,23.694,24.23
30.43,25.443,25.702,25.025,24.951,24.006,24.748,24.553,25.008,24.467,24.512,25.039,25.247,24.599,24.801,25.081,24.836,24.898,24.675,25.906,25.327,25.166,24.288,26.031,24.891,24.681,23.868,23.895,25.632,25.509,24.959,23.658,23.891,23.224,24.059,23.622,23.408,24.131,24.341,23.777,24.091,24.263,24.443,24.006,23.52,NaN
30.44,25.984,NaN,25.188,26.573,24.524,24.678,25.589,24.274,26.301,25.402,26.653,25.066,25.643,24.901,25.39,25.193,24.738,24.912,25.263,24.916,23.877,24.974,25.106,24.963,24.279,23.764,24.778,24.744,25.697,25.227,22.948,23.563,23.374,23.557,24.318,22.861,23.307,25.265,NaN,23.945,24.013,24.154,24.091,23.173,24.515
30.45,24.575,25.822,24.579,25.536,25.764,24.885,25.374,26.164,25.338,24.739,25.59,23.842,NaN,24.29,25.079,24.607,23.717,23.969,25.441,24.627,24.107,24.893,25.435,25.29,24.288,24.484,24.887,23.821,25.717,24.713,23.829,22.938,23.787,22.943,23.69,24.606,23.645,24.428,22.507,NaN,23.009,24.237,23.751,24.25,24.639
30.46,25.568,25.866,25.097,26.558,25.852,25.7,26.063,24.853,25.479,24.569,25.024,23.861,24.828,25.443,25.596,24.735,24.761,24.002,25.557,24.212,NaN,24.942,25.126,24.736,24.443,24.764,24.857,26.04,24.707,24.826,23.654,23.571,22.635,NaN,23.595,24.237,22.826,24.172,22.523,24.264,22.766,24.127,22.63,24.15,24.981
30.47,25.929,25.615,25.817,25.987,24.748,25.301,NaN,25.569,25.35,25.417,24.283,25.262,25.365,25.451,25.914,25.353,24.183,24.838,24.269,24.057,25.12,25.448,25.16,24.938,23.624,24.567,25.57,25.581,25.635,25.397,25.001,25.04,23.859,23.093,23.891,24.512,23.413,24.125,23.702,22.331,24.371,24.302,23.923,23.545,24.614
30.48,26.432,26.011,25.011,25.629,25.798,25.561,24.199,25.35,25.463,24.57,25.909,24.213,26.354,25.397,25.936,25.268,25.563,NaN,NaN,25.663,25.027,24.509,24.63,25.329,24.437,24.921,24.792,25.487,25.447,25.389,24.602,23.421,22.793,22.167,23.82,24.023,24.194,23.925,22.233,23.653,22.908,24.307,22.717,24.637,NaN
30.49,25.92,25.494,25.307,26.089,25.863,25.284,24.662,26.148,24.705,24.894,25.461,24.868,25.223,24.617,24.301,NaN,24.028,24.98,25.186,25.394,24.658,24.547,25.443,25.37,25.319,23.447,23.391,25.735,24.693,24.669,23.771,23.026,22.52,23.524,23.171,23.457,24.092,24.436,24.206,24.251,23.139,23.946,22.907,23.524,24.042
30.5,26.015,25.723,26.58,25.653,25.424,25.551,24.833,24.767,25.597,25.056,25.316,25.542,25.131,24.791,25.781,24.412,24.16,25.184,25.423,24.833,NaN,26.456,24.831,25.227,25.193,23.889,25.3,25.393,24.422,25.103,23.471,24.02,23.471,23.319,23.579,22.135,23.434,24.703,23.28,22.36,23.944,24.679,NaN,23.615,24.656
30.51,25.913,26.248,25.044,26.389,25.657,25.243,NaN,26.21,25.833,25.121,26.767,24.403,25.386,25.52,26.209,24.505,25.421,26.462,25.295,25.535,23.894,25.543,25.95,24.998,25.125,24.783,25.211,25.092,25.573,25.016,23.956,NaN,23.515,23.471,23.493,23.674,23.783,24.107,23.706,22.524,23.94,24.115,24.033,23.687,23.807
30.52,26.076,26.195,25.706,25.647,24.749,25.916,24.484,24.824,25.412,25.096,24.289,23.8,25.263,25.688,25.332,24.768,24.521,NaN,24.931,25.759,25.382,24.755,24.787,24.4,24.446,NaN,23.975,24.408,25.813,25.177,24.528,23.017,23.302,23.504,24.486,23.891,24.255,24.376,23.341,23.987,23.08,25.308,23.297,23.418,24.33
30.53,25.95,25.576,25.286,25.398,25.203,25.333,25.555,25.32,25.356,24.42,25.483,25.23,25.356,24.32,25.682,25.07,24.99,25.422,25.483,25.246,24.17,25.791,26.233,26.006,25.239,24.042,24.439,25.255,25.126,23.88,25.005,23.996,23.546,23.649,24.648,23.334,23.773,23.814,23.477,NaN,23.104,24.49,23.827,23.503,23.541
30.54,26.035,25.558,24.255,25.787,24.708,25.102,24.93,24.117,25.17,24.88,25.652,24.211,26.58,24.731,25.982,25.557,25.099,25.244,25.294,24.55,23.983,NaN,24.758,25.655,23.904,24.869,23.907,25.135,25.445,NaN,24.05,23.347,23.354,23.474,23.526,23.68,24.581,24.476,23.236,NaN,NaN,23.194,23.566,24.101,25.2
30.55,24.682,26.707,25.427,24.354,25.426,NaN,26.115,24.059,25.304,24.109,25.956,24.769,25.322,25.31,NaN,24.862,25.158,24.746,25.341,24.18,24.911,25.421,26.186,23.953,24.723,24.193,25.006,25.12,24.835,25.154,24.406,23.406,22.757,23.752,22.901,23.392,22.861,24.043,24.42,22.87,22.973,23.985,23.414,24.405,24.733
30.56,25.64,NaN,25.66,25.444,26.084,25.724,25.347,25.683,26.226,23.852,25.184,25.214,NaN,24.795,25.467,23.99,24.287,24.641,24.531,25.733,25.421,25.06,25.632,24.907,23.633,24.044,24.537,25.591,24.848,25.335,23.359,23.549,24.515,22.539,23.195,23.152,23.658,24.549,23.907,22.908,23.259,24.069,23.313,23.914,24.258
30.57,24.976,25.964,25.673,25.345,NaN,25.797,25.204,25.743,24.401,24.939,25.671,24.378,25.893,NaN,25.285,25.106,24.505,24.04,25.915,25.405,25.158,23.906,24.23,25.095,23.907,24.503,25.97,25.193,25.301,NaN,23.632,23.938,23.952,24.073,25.298,23.93,24.907,24.973,24.157,23.963,24.681,23.162,24.383,23.491,24.324
30.58,26.121,24.935,24.602,25.66,25.699,25.448,24.737,24.987,24.778,25.422,25.73,25.432,25.966,24.621,26.262,24.753,23.814,25.198,24.991,26.211,25.638,25.377,25.882,24.804,24.976,25.115,25.15,25.548,25.482,25.006,23.24,24.21,NaN,24.143,22.759,24.037,23.007,23.855,NaN,24.045,22.664,23.589,22.839,23.824,24.742
30.59,27.031,26.02,26.121,26.087,25.638,25.762,25.492,26.46,24.813,25.645,24.554,25.181,26.378,25.423,25.428,24.542,NaN,25.289,NaN,24.098,23.966,24.719,24.78,25.839,25.153,25.273,26.204,25.278,24.853,25.047,24.032,24.588,23.87,22.893,23.909,24.783,23.024,24.315,23.072,23.931,24.017,24.485,22.528,23.021,23.003
30.6,25.77,26.133,25.345,24.345,24.724,25.186,24.842,24.971,26.168,25.773,25.502,NaN,25.776,25.483,24.628,24.866,25.083,25.79,NaN,25.141,25.147,25.658,25.841,24.453,24.551,25.56,25.265,25.37,25.573,24.859,24.25,24.523,23.908,22.92,24.186,23.856,24.112,24.598,23.103,23.44,23.472,25.268,24.111,24.067,24.96
30.61,25.538,NaN,25.334,25.024,25.04,25.273,26.159,25.42,25.953,25.818,25.254,25.549,25.627,25.102,NaN,24.471,23.957,24.862,25.261,NaN,23.424,NaN,24.973,25.336,25.303,23.874,24.377,23.879,25.977,24.152,23.458,23.833,23.484,22.783,24.776,23.566,23.424,23.948,22.602,23.675,22.802,24.443,24.211,23.209,23.644
30.62,25.423,25.727,25.563,25.803,25.575,24.176,24.875,25.578,24.648,24.349,25.725,24.088,25.72,24.868,25.4,25.375,25.561,24.008,25.229,24.726,NaN,25.273,24.56,24.712,24.417,25.651,24.91,25.607,25.174,24.364,24.677,23.705,23.584,22.835,24.676,23.705,23.338,24.438,24.371,23.648,22.721,24.565,NaN,NaN,23.583
30.63,25.665,26.402,25.714,25.189,25.472,23.927,24.545,23.908,25.221,24.041,25.526,23.911,26.454,26.109,25.356,24.945,24.586,25.503,25.721,24.814,24.645,25.276,25.39,25.485,25.315,24.633,23.927,25.861,25.174,24.355,24.288,24.466,24.269,24.328,NaN,23.916,23.794,NaN,22.596,23.83,23.195,24.957,23.376,23.563,23.91
30.64,24.784,25.972,24.919,25.866,25.744,24.693,25.669,24.606,24.381,24.524,24.233,25.486,25.414,25.272,25.864,26.064,25.844,25.53,23.675,24.751,24.607,25.285,24.885,25.699,25.076,24.201,23.341,25.242,25.27,25.051,24.738,24.467,23.536,23.453,22.801,24.487,23.773,24.034,23.861,23.755,23.026,24.079,23.976,22.902,25.289
30.65,26.303,NaN,24.609,24.394,25.657,24.597,25.238,24.544,24.84,24.727,NaN,25.4,NaN,24.871,25.048,25.306,25.211,25.871,25.641,24.224,24.846,25.943,25.594,25.278,23.984,24.548,25.091,24.982,25.114,25.102,23.626,23.635,23.164,23.589,24.436,22.666,23.544,24.533,23.732,23.263,23.509,24.744,22.86,23.257,22.794
30.66,26.093,25.01,24.551,NaN,25.656,NaN,24.968,25.567,25.527,24.719,25.414,26.013,24.904,25.533,24.464,24.676,24.659,24.618,24.57,24.984,25.909,25.292,25.458,24.028,24.866,24.52,24.956,25.022,25.177,24.849,24.994,22.469,NaN,22.91,23.788,23.655,24.046,24.285,23.89,23.726,23.853,23.586,22.479,23.435,NaN
30.67,26.073,26.135,24.889,24.74,25.463,NaN,25.752,25.149,25.63,23.474,NaN,NaN,24.199,25.573,24.511,25.458,24.688,23.992,NaN,25.415,25.204,26.342,24.246,24.318,25.348,24.987,25.035,25.035,25.625,25.121,23.977,24.127,23.791,24.224,24.244,23.522,23.479,25.025,22.555,22.411,24.139,23.626,23.262,22.515,24.512
30.68,25.101,26.423,25.02,25.949,24.227,24.194,24.559,24.425,24.738,25.426,25.291,24.568,24.996,25.23,25.838,26.028,NaN,24.466,25.982,NaN,23.728,NaN,24.296,25.169,23.252,25.482,24.816,25.521,25.389,23.838,24.474,23.468,23.013,24.591,23.702,23.613,24.231,24.454,24.481,23.247,23.799,23.65,23.574,24.869,NaN
30.69,25.965,24.663,25.272,NaN,25.08,25.187,25.212,25.771,24.325,24.71,26.624,24.793,25.248,25.514,25.334,26.303,24.668,24.952,24.252,25.423,24.697,NaN,24.765,25.647,25.252,23.951,24.619,24.5,26.247,24.343,24.189,24.41,23.603,NaN,23.352,23.634,24.516,23.759,23.79,23.65,23.032,24.664,23.695,23.889,24.323
30.7,25.328,25.505,24.595,24.973,25.436,25.336,NaN,25.368,24.258,24.143,24.839,24.469,24.898,25.237,25.463,24.223,25.047,25.631,24.942,24.051,23.166,25.711,25.82,25.331,24.473,24.596,25.688,24.539,25.225,24.155,24.204,23.027,NaN,22.04,23.813,24.288,24.17,23.981,22.887,23.415,NaN,24.15,24.422,22.855,NaN
30.71,25.3,25.685,24.505,25.764,24.885,24.703,24.531,24.844,24.996,NaN,25.305,24.267,25.292,25.956,25.915,24.934,25.871,24.138,25.38,25.095,25.229,25.608,25.339,25.503,24.24,24.9,24.162,24.808,25.069,24.063,23.881,22.758,23.799,24.169,24.07,23.513,24.456,23.803,23.311,23.934,22.198,24.148,23.729,24.135,23.838
30.72,26.302,25.526,25.094,25.148,25.169,24.86,24.453,25.461,25.309,25.169,26.156,24.632,25.071,25.83,24.589,25.31,25.77,24.674,25.567,24.001,23.463,24.864,24.905,24.72,24.446,24.325,24.925,24.107,25.176,25.449,23.989,25.412,23.667,23.629,23.067,23.666,22.391,24.392,23.57,23.516,NaN,23.556,23.03,23.892,23.384
30.73,25.482,26.282,25.534,25.824,24.685,26.013,25.46,25.685,NaN,23.502,25.611,25.418,26.855,25.825,24.672,25.552,24.292,25.602,24.245,25.589,24.933,24.105,25.578,25.445,25.308,25.226,23.728,25.134,26.265,24.331,22.816,23.788,23.597,23.325,NaN,23.289,23.768,24.558,23.434,24.252,23.811,23.534,21.924,23.207,24.316
30.74,26.462,NaN,25.479,24.565,24.092,24.142,25.851,24.948,25.47,25.125,24.477,24.622,24.368,26.679,26.033,25.574,24.749,24.181,24.471,26.098,23.341,25.435,25.148,25.361,24.339,24.823,24.939,25.366,25.118,24.525,24.914,24.495,23.864,22.14,23.868,23.486,23.686,24.754,23.785,23.537,23.363,24.119,23.363,24.095,22.913
30.75,24.453,24.872,24.958,25.425,25.512,NaN,24.723,25.344,25.292,25.73,25.136,24.818,24.466,NaN,25.307,24.898,25.259,25.601,25.543,NaN,23.495,25.009,25.431,24.84,24.296,25.569,24.626,25.257,25.349,25.798,24.294,24.048,22.915,23.677,23.976,23.411,24.04,23.675,22.592,24.232,23.659,24.499,24.19,23.493,23.726
30.76,24.692,25.3,24.81,25.041,24.967,25.183,25,25.566,24.861,25.537,26.023,24.684,26.268,25.572,24.84,25.407,24.579,25.396,24.745,24.709,24.002,25.471,26.044,NaN,24.016,25.783,24.015,25.761,25.796,26.153,NaN,24.601,22.987,23.891,24.622,24.247,NaN,NaN,22.856,23.703,24.201,24.092,24.031,23.335,23.883
30.77,25.356,25.418,25.897,26.536,25.34,25.214,24.476,24.989,24.491,25.215,24.838,24.682,25.87,26.282,24.9,25.083,26.151,24.051,26.054,25.242,24,NaN,24.559,NaN,25.418,25.102,24.662,25.384,24.538,24.845,24.147,NaN,22.785,23.624,23.171,24.246,23.394,24.779,22.862,NaN,23.702,23.667,22.166,24.53,25.243
30.78,24.718,25.753,25.387,26.189,26.127,24.793,25.348,25.602,25.829,24.662,25.411,24.027,25.178,24.728,26.677,25.135,25.232,NaN,25.241,25.439,25.245,24.754,24.974,NaN,25.535,25.278,25.657,24.518,25.457,24.679,23.912,23.276,22.887,22.413,22.827,22.982,23.633,24.268,22.727,23.102,NaN,25.697,22.835,23.892,24.822
30.79,25.852,25.548,24.695,25.207,26.003,24.902,25.112,24.057,24.834,25.222,25.752,25.234,25.231,24.703,25.649,24.476,25.403,24.65,25.43,NaN,24.915,25.054,26.487,25.211,24.679,24.921,23.731,25.073,25.583,23.994,23.706,23.958,22.67,23.678,23.303,23.502,24.426,23.525,NaN,23.401,23.92,23.663,24.037,24.431,24.067
30.8,24.489,24.281,25.171,25.428,25.686,24.595,25.359,24.561,NaN,24.596,24.555,25.019,25.558,24.6,24.951,25.085,25.28,25.387,25.379,25.908,25.338,25.866,24.032,25.608,24.72,24.849,24.538,25.122,26.445,24.803,23.387,23.778,23.83,23.872,24.54,23.919,23.503,24.637,22.845,22.745,24.46,24.025,23.411,22.815,25.673
30.81,25.407,25.413,25.032,25.457,24.08,25.399,25.275,25.53,24.895,24.453,24.494,25.358,25.767,25.036,26,25.762,NaN,NaN,25.723,25.045,23.939,26.076,24.863,24.691,25.364,23.375,25.539,24.663,25.082,25.403,24.593,23.742,23.494,23.775,24.434,24.088,23.234,24.378,23.509,23.301,23.228,24.043,23.608,24.131,23.366
30.82,24.601,26.641,26.573,25.137,25.322,24.906,24.256,25.888,25.79,24.855,24.102,25.378,25.259,24.665,24.297,24.567,24.726,25.775,25.631,24.667,24.765,24.674,24.656,23.682,24.611,24.683,25.028,24.699,25.375,24.319,24.436,24.021,23.509,21.861,24.309,24.412,23.733,24.273,23.863,22.846,25.068,24.598,22.71,24.445,23.839
30.83,25.452,25.074,25.305,25.288,24.193,24.933,24.866,24.901,24.897,24.82,25.688,24.979,24.773,24.665,23.9,NaN,25.47,25.758,26.112,23.84,24.843,25.1,25.915,23.558,25.412,24.172,24.781,23.781,24.099,24.539,24.514,24.252,23.249,23.401,23.919,23.688,23.467,23.682,23.041,23.954,23.509,23.799,22.12,23.373,24.137
30.84,24.739,NaN,24.231,25.63,26.402,24.643,23.703,25.666,25.723,25.446,25.549,24.101,25.714,24.777,24.191,NaN,23.814,25.553,25.31,25.539,NaN,25.283,25.057,24.511,24.88,23.772,24.945,25.258,24.438,24.684,23.146,23.058,NaN,23.079,23.468,22.462,23.834,24.751,23.37,23.877,NaN,24.187,24.09,23.874,24.069
30.85,24.816,25.737,25.819,25.153,25.644,23.885,24.013,24.73,25.047,25.528,25.775,25.184,24.991,25.309,24.97,25.41,24.843,24.946,25.618,24.825,23.744,26.347,25.792,24.142,24.662,23.278,25.178,23.903,25.205,24.3,22.919,23.551,23.53,23.632,23.487,24.091,24.041,24.356,24.808,23.273,24.333,24.366,23.793,23.42,24.623
30.86,26.784,25.352,24.899,25.212,26.242,24.707,25.016,25.262,24.81,24.522,25.538,24.599,25.43,25.632,24.844,26.23,24.718,25.643,24.44,25.111,24.536,25.851,25.693,26.089,24.956,25.267,25.059,25.141,24.977,24.904,23.744,23.609,23.789,23.995,24.077,22.725,24.526,24.471,23.679,23.238,23.585,23.946,24.347,23.687,24.517
30.87,24.707,26.55,25.615,25.572,24.364,24.503,23.689,25.068,NaN,25.183,25.832,25.508,26.149,25.394,26.376,25.141,25.08,24.952,NaN,25.447,24.124,25.021,26.11,24.622,23.706,24.73,24.525,24.845,25.494,25.245,24.112,24.65,23.094,22.646,24.139,23.077,24.178,24.821,23.13,23.274,24.757,24.638,23.577,23.052,24.748
30.88,25.501,24.149,24.443,24.285,24.896,25.5,24.607,25.193,25.519,24.883,24.83,24.905,25.809,NaN,26.021,24.428,23.643,24.35,24.253,25.605,24.881,25,26.396,24.366,24.867,23.993,25.036,24.722,25.176,23.651,24.528,24.188,22.604,NaN,24.732,23.758,24.036,24.234,23.898,24.804,22.791,23.975,22.287,24.019,23.92
30.89,25.665,26.063,25.167,24.846,26.131,24.971,25.614,24.997,24.592,24.167,24.421,25.11,25.856,25.11,24.849,24.411,25.29,25.214,25.334,24.374,25.061,24.869,26.174,24.728,24.713,25.613,23.834,24.684,25.909,25.312,23.726,24.416,22.878,23.654,24.453,24.328,23.887,23.548,23.872,24.336,20.339,24.622,23.875,23.142,25.48
30.9,24.854,26.745,25.686,26.255,26.048,23.933,24.777,24.232,24.92,25.172,24.122,25,NaN,24.852,NaN,25.476,24.069,24.601,24.332,25.048,25.033,24.332,25.916,25.01,25.022,24.803,24.86,24.353,24.798,24.737,22.953,23.977,24.177,23.891,23.691,23.977,24.277,24.805,23.801,22.628,20.678,24.582,22.452,24.416,23.815
30.91,26.248,26.386,25.288,24.623,25.647,24.555,23.778,25.067,NaN,24.7,25.868,23.904,26.02,25.588,25.461,24.102,24.449,24.972,25.604,24.589,25.076,NaN,24.515,24.667,25.24,24.286,24.329,25.682,25.527,24.667,24.204,23.18,23.396,23.441,24.65,23.542,22.809,23.865,23.549,23.605,21.323,24.174,NaN,23.962,24.339
30.92,25.854,24.996,25.565,25.483,25.724,24.597,25.243,25.015,24.672,25.644,24.479,25.468,NaN,24.294,24.477,26.008,24.911,25.174,24.735,25.062,NaN,NaN,25.913,24.856,24.515,24.599,24.264,25.244,25.255,24.827,24.452,NaN,23.367,23.462,23.727,24.006,23.031,24.332,22.956,23.958,21.165,23.965,22.937,22.609,24.811
30.93,25.473,24.888,27.08,26.534,25.688,24.96,24.382,25.33,25.218,24.6,25.289,25.598,25.641,25.239,24.1,24.8,24.374,25.656,24.937,24.932,23.791,25.672,26.059,24.843,23.867,23.692,25.376,25.53,25.91,24.124,23.484,24.671,22.407,22.97,22.844,24.01,23.049,24.139,23.556,24.452,20.718,23.92,23.387,24.137,22.961
30.94,26.233,25.145,25.51,NaN,23.69,24.759,25.911,24.71,25.77,25.05,24.756,25.298,25.871,25.476,25.923,26.347,NaN,24.248,25.371,25.917,24.458,NaN,25.364,26.181,24.737,24.67,25.057,25.129,24.547,23.793,24.321,23.031,22.946,23.379,22.767,23.717,23.3,24.849,23.301,23.828,20.727,23.681,24.314,23.721,23.932
30.95,25.931,25.526,25.307,25.521,25.418,24.613,24.545,26.02,25.15,25.125,25.576,24.98,25.785,24.611,25.043,25.719,25.352,25.278,24.191,24.467,24.584,25.626,25.498,23.932,24.288,25.103,24.586,24.383,24.074,23.932,24.114,24.784,NaN,24.166,23.909,23.005,22.85,24.449,23.732,23.438,21.058,23.924,23.88,23.019,23.579
30.96,25.688,NaN,25.891,26.264,25.585,NaN,25.469,25.701,24.932,24.177,25.125,24.637,NaN,25.142,25.256,24.996,24.743,25.594,25.282,24.37,25.078,24.021,25.762,25.607,25.2,24.854,24.2,24.46,24.522,24.514,23.413,23.226,23.062,22.08,25.133,22.37,23.6,24.005,23.792,23.216,20.892,24.008,23.622,23.294,24.654
30.97,25.359,25.814,25.602,25.155,26.375,24.488,24.377,24.97,25.954,23.696,25.134,24.592,24.464,25.149,25.461,24.997,24.444,24.843,25.02,25.472,25.621,25.452,24.242,26.393,23.922,24.001,24.812,24.366,25.727,24.904,24.678,24.747,23.584,23.575,24,23.307,24.403,23.312,NaN,23.721,20.629,23.874,23.407,24.28,24.833
